framenr,kanji,keyword,public,last_edited,story
1039,仮,"provisional",0,2018-11-30 11:58:50,"arranged or existing for the present, possibly to be changed later

*Obama *had to set up a provisional meeting with those who were *anti-Obama*."
1040,伎,"performing artist",0,2018-11-30 12:03:39,"Although holding onto the highest* branch* of government, *Obama *finds the time to become a performing artist and a backup singer for Michelle."
1041,伯,"chief",0,2018-11-30 12:05:41,"*Obama* was the commander in chief and lived in the *White* House."
1042,俗,"vulgar",0,2018-11-30 12:09:41,"*Obama* should never use vulgar words even when in the *valley*."
1043,信,"faith",0,2018-11-30 12:10:39,"*Obama *is a person of faith and a person of his* words*."
1044,佳,"excellent",0,2018-12-04 22:33:20,"*Obama *picks an excellent day and place for mountain climbing when he can find and climb a rope of *ivy *easily."
1045,依,"reliant",0,2018-11-30 12:16:34,"Since taking the job, *Obama *has become reliant on other people washing his *garments*."
1046,例,"example",0,2018-11-30 12:19:33,"When *Obama* goes to an ice cream shop, he stays in the single-*file* line and doesn't cut to set the example that he is not above the law, even when getting ice cream."
1047,個,"individual",0,2018-11-30 12:21:37,"An individual becoming the president, like *Obama*, will certainly *harden* your resolve."
1048,健,"healthy",0,2018-12-01 21:12:04,"*Obama *must* build* a healthy relationship with other countries."
1049,側,"side",0,2018-12-01 21:15:30,"In the game of politics, it is important to define which *rulers *or politicans* Obama* sides with."
1050,侍,"waiter",0,2018-12-01 21:18:25,"The waiter refused to serve *Obama* because he was not part of the *Buddhist temple*."
1051,停,"halt",0,2018-12-01 21:21:00,"HP *Pavilions* were so bad that *Obama* had to order HP to halt production of them."
1052,値,"price",0,2018-12-01 21:25:07,"*Obama* went on ""The Price is Right"" and got the price on the showcase *straightaway* and exactly."
1053,倣,"emulate",0,2018-12-01 21:28:52,"*Obama's *appointee to the FCC legalized video game #emulation#, *setting free* pirates everywhere."
1054,傲,"arrogance",0,2018-12-01 21:35:38,"*Obama *sometimes must act like a *taskmaster* and show arrogance against those who attack the *land *from any direction of the *compass*."
1055,倒,"overthrow",0,2018-12-01 21:37:50,"Upon America's *arrival* to an ""uncivilized"" country, *Obama *orders the overthrowing of its government."
1056,偵,"spy",0,2018-12-01 21:43:56,"*Obama* accused those who stood *upright* all the time as #spies#."
1057,僧,"Buddhist priest",0,2018-12-01 21:45:44,"Although *Obama* wasn't Buddhist, he went to a service to honor the *increasing* number of Buddhist priests in America."
1058,億,"hundred million",0,2018-12-01 21:48:06,"*Obama *had an *idea* to run for president that led to a hundred million in donations."
1059,儀,"ceremony",0,2018-12-01 21:50:57,"*Obama* held a ceremony to celebrate the *righteousness *of soldiers who sacrificed themselves for America."
1060,償,"reparation",0,2018-12-01 21:56:22,"*Obama *awarded *prizes *in reparations to the countries we had a rocky past with."
1061,仙,"hermit",0,2018-12-01 22:11:40,"When *Obama *visits Asian countries, he often goes into the *mountains *to meet the hermits."
1062,催,"sponsor",0,2018-12-01 22:13:23,"Obama sponsered a *turkey* donation drive for the *hermits*."
1063,仁,"humanity",0,2018-12-02 16:21:46,"*Two *centuries ago, the* Obamas *witnessed the crashing of the Hidenburg: ""Oh, the humanity!"""
1064,侮,"scorn",0,2018-12-02 16:23:52,"*Every *time *Obama* visited the Republican party, he wears a* scorn* on his face."
1065,使,"use",0,2018-12-02 16:29:19,"*Obama* uses his role as commanding *officer* to issue justice."
1066,便,"convenience",0,2018-12-02 16:31:08,"As the night *grows late*, *Obama* is often seen hitting up a convenience store."
1067,倍,"double",0,2018-12-02 16:35:27,"*Obama* doubles-down on terrorists, including the* muzzle* in the CIA's arsenal of goodies."
1068,優,"tenderness",0,2018-12-02 16:39:06,"Even though *Obama *seems *melancholic*, he finds the time to practice tenderness."
1069,伐,"fell",0,2018-12-02 16:45:17,"During the Correspondent's Dinner/*Fiesta*, *Obama* accidentally fell down the steps."
1070,宿,"inn",0,2018-12-02 16:48:26,"Only an inn can *house a hundred people*"
1071,傷,"wound",0,2018-12-02 16:53:00,"When *Obama *was young and* reclining *in his bunk bed, his* piggy bank* broke on him and wounded him."
1072,保,"protect",0,2018-12-02 17:06:44,"Taking a note from the Lorax, when mentioned our need to protect wildlife, *Obama *went on a *treestump *proclaimed from his *mouth* ""I speak for the trees"""
1073,褒,"praise",0,2018-12-02 17:09:32,"The EPA chief in a *top hat and scarf* praised Mr. Obama for his speech on *protecting* wildlife."
1074,傑,"greatness",0,2018-12-02 17:14:08,"*Obama'*s supporters showered him with greatness as he walked by a* tree *with *sunglasses *on."
1075,付,"adhere",0,2018-12-02 17:15:55,"*Obama* must *stick*/adhere to standard procedure."
1076,符,"token",0,2018-12-02 17:21:06,"*Bamboo *tokens of appreciation must *adhere *to customs regulation so that it can be sent home."
1077,府,"municipality",0,2018-12-02 17:24:03,"a city or town that has corporate status and local government.

Even# municipalities# in* caves* must *adhere* to local laws."
1078,任,"responsibility",0,2018-12-06 17:02:40,"*Obama's *responsibility was to be a *porter *of justice."
1079,賃,"fare",0,2018-12-06 17:04:42,"It is your* responsibility* to pay for your bus fare with the* money/shells* I gave you"
1080,代,"substitute",0,2018-12-06 17:06:08,"*Obama's* substitute, Joe Biden, is sharp like an *arrow*."
1081,袋,"sack",0,2018-12-06 17:09:39,"Because there weren't any sacks around, we had to *substitute* the sack with tied up *garments*."
1082,貸,"lend",0,2018-12-06 17:13:16,"To lend a hand means to *substitute *your *money* for hard work."
1083,化,"change",0,2018-12-06 17:18:12,"Obama can change the world with simply a spoon."
1084,花,"flower",0,2018-12-06 17:19:31,"Flowers *change* to show their full color"
1085,貨,"freight",0,2018-12-06 17:22:26,"If you don't have enough *shells*, you have to *change*/switch from a normal train to a freight train."
1086,傾,"lean",0,2018-12-06 17:26:57,"Leaning against someone is the closest you can get to someone without *changing** heads*."
1087,何,"what",0,2018-12-06 17:28:39,"*Obama*: Yes, we *can*!
McCain: #NANI?!#"
1088,荷,"baggage",0,2018-12-06 17:37:26,"""Sorry, Mr. Obama, but it appears that we misplaced your baggage for a bouquet of *flowers*.""
Obama: *NANI?!*"
1089,俊,"sagacious",0,2018-12-06 17:42:48,"having or showing keen mental discernment and good judgment; shrewd.

The sagacious Mr. *Obama* is too civilized to fawn over the woman's *walking legs* like the* licensed* officers were."
1090,傍,"bystander",0,2018-12-06 17:52:48,"*Obama *can't be a simple bystander at an event, where he prompted to *stand up* and everyone looks towards the *crowned* individual like a *compass*."
1091,俺,"myself",0,2018-12-06 17:55:46,"*Obama*: I, myself, own many pets, including a *St. Bernard* and an* eel*."
1092,久,"long time",0,2018-12-06 17:57:19,"Think of a mummy, a* person* whose been* bound up* for a long time"
1093,畝,"furrow",0,2018-12-08 21:32:34,"a long narrow trench made in the ground by a plow, especially for planting seeds or for irrigation.

For a *long time*, people have been digging furrows into their *rice fields* with their trusty *top hats* on."
1094,囚,"captured",0,2018-12-08 21:35:07,"A* person* who has been *pent in *has been captured."
1095,内,"inside",0,2018-12-08 21:39:05,"It is very silly for *Obama *to wear a *belt * inside."
1096,丙,"third class",0,2018-12-08 21:40:23,"The *ceiling* *inside* third class is exceptionally low."
1097,柄,"design",0,2018-12-08 21:43:26,"The Christmas* tree* is the pinnacle of design sadly delegated to *third class *citizens who have no taste in design."
1098,肉,"meat",0,2018-12-08 21:48:37,"Inside a person is meat."
1099,腐,"rot",1,2018-12-08 21:50:07,"This *municipality's *delicacy is rotting *meat*."
1100,座,"sit",0,2018-12-08 21:53:50,"coal mine (*cave*); tea break time; the *assembly line* stops and everyone sit or squat on the *dirt* floor, in a long line, to rest"
1101,挫,"sprain",0,2018-12-08 21:57:04,"When your sprain your *fingers*, you have to go through an *assembly line* of doctors before you can go back to the *ground *floor."
1102,卒,"graduate",0,2018-12-08 22:01:44,"When you graduate, you wear a *hat *and graduate in an *assembly line *while your parents sit on pins and* needles *because it will take ten years to pay off those loans."
1103,傘,"umbrella",0,2018-12-08 22:05:51,"Umbrellas go through* two assembly lines* to make sure raindrops don't come through and sting the customer like a *needle*."
1104,匁,"monme",0,2018-12-12 21:34:40,"To *bound up* your mon for transport, you need to measure his *arms*."
1105,以,"by means of",0,2018-12-12 21:39:28,"By what means of transport do you which to go on, Mr. Obama?
One that doesn't involve plowing behind me and breaking a drop of sweat."
1106,似,"similar",0,2018-12-12 21:43:13,"*Obama* prefers to go on similar *means of* transportation."
1107,併,"join",0,2018-12-12 21:46:19,"*Obama* joined Professor Layton to solve the biggest *puzzle* yet, fixing the economy. I'm tired of writing Obama fanfiction."
1108,瓦,"tile",0,2018-12-12 21:50:00,"All you need to have to *plow* down the *ceiling* tiles is a *fishhook*. Watch the *ceiling* tiles *drop*!"
1109,瓶,"flower pot",0,2018-12-12 21:54:17,"Professor Layton: The *tiled *design on this flower pot reminds me of a *puzzle*!"
1110,宮,"Shinto shrine",0,2018-12-12 21:58:31,"The Shinto shrine is *housed* by people with a *spine*."
1111,営,"occupation",0,2018-12-12 22:01:19,"His occupation at the *schoolhouse* was to teach kids about the *spine*."
1112,善,"virtuous",0,2018-12-12 22:04:53,"VIRTUOUS SHEEP have neither big HORNS nor a big MOUTH."
1113,膳,"dining tray",0,2019-01-15 10:31:59,"The *virtuous* vegan (Anthony Fantano) will not touch this dining tray because it has had a piece of *meat* on it."
1114,年,"year",0,2018-12-12 22:10:37,"A *horse* wears a pair of *sunglasses with one lens popped out* after a particularly raucous celebration to ring in the New Year."
1115,夜,"night",0,2018-12-12 22:16:15,"*Obama* *drops* his *top hat* in the *evening* to party hard at the night club."
1116,液,"fluid",0,2018-12-12 22:21:04,"What's that fluid on your bedsheets? Did you do something last *night*? Mom, it's just *water*..."
1117,塚,"hillock",0,2018-12-12 22:22:33,"There's already King of the Hill. This is Queen of the #Hillock#. It's *Ms. Piggy* sitting on top of a mound of *soil* in her *crown*."
1118,幣,"cash",0,2018-12-15 00:35:41,"Shredder primitive: The taskmaster orders you to shred the paper coming to you on the belt little by little.

#Cash# holds no value *shredded* or hidden under *towels*."
1119,蔽,"cover over",0,2018-12-15 00:38:18,"Take cover over by the *flowers* if you don't want to get *shredded* by the serial killer coming your way."
1120,弊,"abuse",0,2018-12-15 00:41:52,"You must *shred* documents containing the evidence of abuse using *two hands*."
1121,喚,"yell",0,2018-12-15 00:48:25,"Making your way down the alleyway, you spot *four* *St Bernard's* *bound up* to a lamppost. The depressing image makes you yell from your *mouth* in disdain."
1122,換,"interchange",0,2018-12-15 00:52:45,"Before the cops got off of the interchange, he was able to untie the *four bound up St. Bernard's* with his* fingers*."
1123,融,"dissolve",0,2018-12-15 00:57:04,"Just *one* single *mouthful* of cola has enough acidic power to dissolve *4 nails* and one large live *insect*!  Gross!  (Not actually true, but meh...)"
1124,施,"alms",0,2018-12-15 01:21:03,"Banner primitive: The banner ad depicts a person get up out of a reclining chair and the text ""Find a new direction in life!""

Almsgiving can take numerous forms, perhaps giving* banners* depicting *scorpions* in place of famous artworks"
1125,旋,"rotation",0,2018-12-15 01:23:07,"A merry-go-round with a big *banner* on top and below a veritable* zoo* of bake-lite animals on poles in perpetual rotation accompanied by silly music. Giraffes, elephants, zebras, rhinos..."
1126,遊,"play",0,2018-12-15 01:28:12,"A* banner* was put up saying: ""Do not let your *children* play in the middle of the *road*."
1127,旅,"trip",0,2018-12-15 01:31:15,"A *banner* advertising a road trip movie with a *rag*-tag team of comedians."
1128,勿,"not",0,2018-12-15 01:36:09,"This kanji is NOT a piglett"
1129,物,"thing",0,2018-12-15 01:38:25,"The THING is NOT a COW!"
1130,易,"easy",0,2019-07-04 13:31:55,"Working out in the hot sun all *day* is *not* easy."
1131,賜,"grant",0,2018-12-15 01:42:53,"Grants give corporations *easy money*."
1132,尿,"urine",0,2018-12-15 01:44:19,"Urine is *water* that *flags* your territory."
1133,尼,"nun",0,2018-12-16 16:03:21,"A nun *spooning* someone will set off red *flags*."
1134,尻,"buttocks",0,2018-12-16 16:07:05,"Baseball teams often get their buttocks dirtied, too much dirt and the referee will throw a flag."
1135,泥,"mud",0,2018-12-16 16:08:25,"Only holy *water* can clean the mud off of the *nun*'s dress."
1136,塀,"fence",0,2018-12-16 16:14:48,"A fence divides the *land*. Only a skilled thief can solve the *puzzle* of jumping over the fence without setting off any *flags*."
